timestamp,Long_Signal
2024-01-24 09:00:00,True
2024-01-25 01:30:00,True
2024-01-25 06:45:00,True
2024-01-25 07:45:00,True
2024-01-26 02:00:00,True
2024-01-26 04:30:00,True
2024-01-26 08:30:00,True
2024-01-27 14:30:00,True
2024-01-27 15:30:00,True
2024-01-27 16:45:00,True
2024-01-28 03:45:00,True
2024-01-28 04:45:00,True
2024-01-28 09:30:00,True
2024-01-29 01:15:00,True
2024-01-29 03:00:00,True
2024-01-29 09:30:00,True
2024-01-30 01:15:00,True
2024-01-30 02:30:00,True
2024-01-30 10:45:00,True
2024-01-31 15:00:00,True
2024-01-31 16:00:00,True
2024-02-01 14:00:00,True
2024-02-01 16:00:00,True
2024-02-01 17:00:00,True
2024-02-02 00:15:00,True
2024-02-02 06:15:00,True
2024-02-02 07:15:00,True
2024-02-03 00:00:00,True
2024-02-03 01:45:00,True
2024-02-03 09:30:00,True
2024-02-04 11:00:00,True
2024-02-04 12:00:00,True
2024-02-04 13:00:00,True
2024-02-05 07:00:00,True
2024-02-05 08:00:00,True
2024-02-05 10:00:00,True
2024-02-06 02:00:00,True
2024-02-06 03:00:00,True
2024-02-06 07:45:00,True
2024-02-07 05:45:00,True
2024-02-07 09:30:00,True
2024-02-07 12:45:00,True
2024-02-08 00:30:00,True
2024-02-08 08:30:00,True
2024-02-08 09:30:00,True
2024-02-09 01:45:00,True
2024-02-09 02:45:00,True
2024-02-09 04:15:00,True
2024-02-10 03:00:00,True
2024-02-10 04:15:00,True
2024-02-10 11:45:00,True
2024-02-11 03:00:00,True
2024-02-11 04:00:00,True
2024-02-11 11:30:00,True
2024-02-12 00:00:00,True
2024-02-12 01:00:00,True
2024-02-12 07:00:00,True
2024-02-13 07:45:00,True
2024-02-13 08:45:00,True
2024-02-13 09:45:00,True
2024-02-14 06:00:00,True
2024-02-14 07:00:00,True
2024-02-14 08:00:00,True
2024-02-15 00:15:00,True
2024-02-15 09:15:00,True
2024-02-15 11:30:00,True
2024-02-16 01:15:00,True
2024-02-16 03:00:00,True
2024-02-16 04:00:00,True
2024-02-17 21:15:00,True
2024-02-18 07:15:00,True
2024-02-18 09:00:00,True
2024-02-18 10:00:00,True
2024-02-19 00:00:00,True
2024-02-19 06:00:00,True
2024-02-19 07:00:00,True
2024-02-20 05:15:00,True
2024-02-20 10:15:00,True
2024-02-20 11:15:00,True
2024-02-21 23:00:00,True
2024-02-22 06:30:00,True
2024-02-22 07:30:00,True
2024-02-22 09:30:00,True
2024-02-24 16:30:00,True
2024-02-24 17:30:00,True
2024-02-24 18:30:00,True
2024-02-25 02:00:00,True
2024-02-25 06:15:00,True
2024-02-25 13:30:00,True
2024-02-26 05:30:00,True
2024-02-26 14:30:00,True
2024-02-26 15:30:00,True
2024-02-27 01:45:00,True
2024-02-27 10:15:00,True
2024-02-27 12:30:00,True
2024-02-28 04:00:00,True
2024-02-28 05:00:00,True
2024-02-28 06:45:00,True
2024-02-29 00:00:00,True
2024-02-29 04:30:00,True
2024-02-29 05:45:00,True
2024-03-01 04:15:00,True
2024-03-01 06:00:00,True
2024-03-01 08:00:00,True
2024-03-02 03:30:00,True
2024-03-02 12:30:00,True
2024-03-02 23:15:00,True
2024-03-03 03:00:00,True
2024-03-03 04:15:00,True
2024-03-03 12:00:00,True
2024-03-04 00:00:00,True
2024-03-04 01:00:00,True
2024-03-04 07:30:00,True
2024-03-05 01:45:00,True
2024-03-05 13:00:00,True
2024-03-05 14:00:00,True
2024-03-06 05:00:00,True
2024-03-06 06:00:00,True
2024-03-06 07:45:00,True
2024-03-07 01:45:00,True
2024-03-07 07:30:00,True
2024-03-07 08:30:00,True
2024-03-08 02:45:00,True
2024-03-08 06:30:00,True
2024-03-08 07:30:00,True
2024-03-09 04:30:00,True
2024-03-09 06:30:00,True
2024-03-09 08:00:00,True
2024-03-10 01:00:00,True
2024-03-10 02:00:00,True
2024-03-10 04:00:00,True
2024-03-11 06:15:00,True
2024-03-11 07:15:00,True
2024-03-11 08:15:00,True
2024-03-12 06:45:00,True
2024-03-12 11:15:00,True
2024-03-12 12:30:00,True
2024-03-13 01:15:00,True
2024-03-13 03:15:00,True
2024-03-13 06:15:00,True
2024-03-14 02:15:00,True
2024-03-14 03:15:00,True
2024-03-14 04:15:00,True
2024-03-15 18:30:00,True
2024-03-17 15:30:00,True
2024-03-17 16:30:00,True
2024-03-17 17:45:00,True
2024-03-18 04:30:00,True
2024-03-18 05:30:00,True
2024-03-18 11:15:00,True
2024-03-20 18:00:00,True
2024-03-20 19:00:00,True
2024-03-20 20:00:00,True
2024-03-21 08:15:00,True
2024-03-21 11:30:00,True
2024-03-21 12:30:00,True
2024-03-22 03:15:00,True
2024-03-22 04:45:00,True
2024-03-22 05:45:00,True
2024-03-23 12:45:00,True
2024-03-23 14:30:00,True
2024-03-23 16:30:00,True
2024-03-24 08:00:00,True
2024-03-24 09:00:00,True
2024-03-24 10:15:00,True
2024-03-25 00:00:00,True
2024-03-25 03:45:00,True
2024-03-25 04:45:00,True
2024-03-26 02:45:00,True
2024-03-26 05:00:00,True
2024-03-26 07:00:00,True
2024-03-27 00:30:00,True
2024-03-27 01:45:00,True
2024-03-27 02:45:00,True
2024-03-28 00:15:00,True
2024-03-28 05:15:00,True
2024-03-28 06:15:00,True
2024-03-29 13:30:00,True
2024-03-30 01:00:00,True
2024-03-30 05:00:00,True
2024-03-30 09:15:00,True
2024-03-31 01:00:00,True
2024-03-31 04:30:00,True
2024-03-31 05:45:00,True
2024-04-01 00:00:00,True
2024-04-04 12:00:00,True
2024-04-04 13:00:00,True
2024-04-04 14:00:00,True
2024-04-05 00:45:00,True
2024-04-05 13:30:00,True
2024-04-05 14:30:00,True
2024-04-06 00:00:00,True
2024-04-06 05:00:00,True
2024-04-06 07:45:00,True
2024-04-07 00:00:00,True
2024-04-07 01:15:00,True
2024-04-07 08:30:00,True
2024-04-08 00:00:00,True
2024-04-08 01:00:00,True
2024-04-08 05:45:00,True
2024-04-10 19:45:00,True
2024-04-10 22:00:00,True
2024-04-11 07:30:00,True
2024-04-11 08:30:00,True
2024-04-11 12:45:00,True
2024-04-12 02:00:00,True
2024-04-12 03:15:00,True
2024-04-12 04:45:00,True
2024-04-14 23:15:00,True
2024-04-15 06:00:00,True
2024-04-15 07:00:00,True
2024-04-15 09:15:00,True
2024-04-16 21:00:00,True
2024-04-17 05:15:00,True
2024-04-18 11:00:00,True
2024-04-18 13:00:00,True
2024-04-18 14:00:00,True
2024-04-19 06:30:00,True
2024-04-19 08:00:00,True
2024-04-20 04:45:00,True
2024-04-20 06:00:00,True
2024-04-20 13:00:00,True
2024-04-21 01:15:00,True
2024-04-21 02:15:00,True
2024-04-21 03:15:00,True
2024-04-22 00:00:00,True
2024-04-22 03:15:00,True
2024-04-22 05:30:00,True
2024-04-23 01:00:00,True
2024-04-23 10:30:00,True
2024-04-23 13:30:00,True
2024-04-24 00:00:00,True
2024-04-24 01:00:00,True
2024-04-24 02:00:00,True
2024-04-28 00:15:00,True
2024-04-28 01:30:00,True
2024-04-28 02:30:00,True
2024-04-29 22:00:00,True
2024-04-29 23:00:00,True
2024-04-30 00:00:00,True
2024-04-30 01:00:00,True
2024-05-02 14:30:00,True
2024-05-03 02:00:00,True
2024-05-03 03:00:00,True
2024-05-03 09:45:00,True
2024-05-04 05:45:00,True
2024-05-04 09:00:00,True
2024-05-04 10:15:00,True
2024-05-05 00:00:00,True
2024-05-05 07:00:00,True
2024-05-05 08:15:00,True
2024-05-06 00:15:00,True
2024-05-06 01:15:00,True
2024-05-06 05:15:00,True
2024-05-07 01:00:00,True
2024-05-07 07:15:00,True
2024-05-07 08:15:00,True
2024-05-09 15:00:00,True
2024-05-09 21:00:00,True
2024-05-09 22:15:00,True
2024-05-10 06:45:00,True
2024-05-10 07:45:00,True
2024-05-10 11:45:00,True
2024-05-12 15:15:00,True
2024-05-12 16:15:00,True
2024-05-12 23:00:00,True
2024-05-13 00:00:00,True
2024-05-13 01:15:00,True
2024-05-13 06:30:00,True
2024-05-14 01:15:00,True
2024-05-14 05:15:00,True
2024-05-15 03:00:00,True
2024-05-15 04:00:00,True
2024-05-15 05:00:00,True
2024-05-16 07:00:00,True
2024-05-16 08:00:00,True
2024-05-16 09:15:00,True
2024-05-17 00:00:00,True
2024-05-17 03:15:00,True
2024-05-17 06:30:00,True
2024-05-18 00:00:00,True
2024-05-18 02:00:00,True
2024-05-18 07:15:00,True
2024-05-19 00:00:00,True
2024-05-19 02:00:00,True
2024-05-19 03:00:00,True
2024-05-20 04:30:00,True
2024-05-20 10:00:00,True
2024-05-20 15:15:00,True
2024-05-21 00:15:00,True
2024-05-21 11:15:00,True
2024-05-21 12:15:00,True
2024-05-22 00:00:00,True
2024-05-22 02:00:00,True
2024-05-22 08:00:00,True
2024-05-23 07:00:00,True
2024-05-23 08:00:00,True
2024-05-23 11:15:00,True
2024-05-24 15:00:00,True
2024-05-24 16:00:00,True
2024-05-24 17:00:00,True
2024-05-25 03:00:00,True
2024-05-25 08:00:00,True
2024-05-25 09:15:00,True
2024-05-26 00:00:00,True
2024-05-26 05:30:00,True
2024-05-26 07:30:00,True
2024-05-27 01:30:00,True
2024-05-27 02:30:00,True
2024-05-27 13:00:00,True
2024-05-29 01:45:00,True
2024-05-29 03:15:00,True
2024-05-29 04:15:00,True
2024-05-30 04:15:00,True
2024-05-30 05:15:00,True
2024-05-30 12:30:00,True
2024-05-31 01:00:00,True
2024-05-31 02:00:00,True
2024-05-31 10:45:00,True
2024-06-02 00:45:00,True
2024-06-02 11:30:00,True
2024-06-02 14:15:00,True
2024-06-03 01:00:00,True
2024-06-03 02:00:00,True
2024-06-03 03:00:00,True
2024-06-04 01:30:00,True
2024-06-04 03:00:00,True
2024-06-04 04:00:00,True
2024-06-05 00:45:00,True
2024-06-05 01:45:00,True
2024-06-05 04:30:00,True
2024-06-06 07:45:00,True
2024-06-06 09:00:00,True
2024-06-06 11:00:00,True
2024-06-07 03:15:00,True
2024-06-07 04:15:00,True
2024-06-07 05:15:00,True
2024-06-09 12:30:00,True
2024-06-09 18:00:00,True
2024-06-09 19:15:00,True
2024-06-10 02:15:00,True
2024-06-10 14:30:00,True
2024-06-10 15:30:00,True
2024-06-12 10:00:00,True
2024-06-12 12:15:00,True
2024-06-12 13:15:00,True
2024-06-16 09:15:00,True
2024-06-16 10:30:00,True
2024-06-16 11:45:00,True
2024-06-17 00:00:00,True
2024-06-17 17:00:00,True
2024-06-17 18:00:00,True
2024-06-19 10:45:00,True
2024-06-20 04:45:00,True
2024-06-20 05:45:00,True
2024-06-20 06:45:00,True
2024-06-22 07:00:00,True
2024-06-23 00:00:00,True
2024-06-23 01:00:00,True
2024-06-23 02:45:00,True
2024-06-25 15:15:00,True
2024-06-25 18:45:00,True
2024-06-26 01:30:00,True
2024-06-26 13:30:00,True
2024-06-26 14:30:00,True
2024-06-27 12:00:00,True
2024-06-27 13:00:00,True
2024-06-27 14:00:00,True
2024-06-28 00:00:00,True
2024-06-28 01:15:00,True
2024-06-28 09:45:00,True
2024-06-29 11:30:00,True
2024-06-30 06:30:00,True
2024-06-30 07:30:00,True
2024-06-30 18:45:00,True
2024-07-01 00:00:00,True
2024-07-01 01:00:00,True
2024-07-01 02:00:00,True
2024-07-02 02:00:00,True
2024-07-02 03:15:00,True
2024-07-02 12:45:00,True
2024-07-13 02:45:00,True
2024-07-13 05:30:00,True
2024-07-13 06:30:00,True
2024-07-14 00:00:00,True
2024-07-14 04:30:00,True
2024-07-14 15:00:00,True
2024-07-15 00:45:00,True
2024-07-15 02:15:00,True
2024-07-15 03:45:00,True
2024-07-16 00:00:00,True
2024-07-16 10:30:00,True
2024-07-16 12:15:00,True
2024-07-17 00:00:00,True
2024-07-17 01:00:00,True
2024-07-17 13:45:00,True
2024-07-18 01:00:00,True
2024-07-18 02:00:00,True
2024-07-18 06:45:00,True
2024-07-19 03:00:00,True
2024-07-19 06:00:00,True
2024-07-19 12:00:00,True
2024-07-20 07:00:00,True
2024-07-20 08:00:00,True
2024-07-20 09:30:00,True
2024-07-21 01:45:00,True
2024-07-21 12:00:00,True
2024-07-21 14:00:00,True
2024-07-22 11:45:00,True
2024-07-22 18:00:00,True
2024-07-22 19:15:00,True
2024-07-23 14:15:00,True
2024-07-24 10:00:00,True
2024-07-24 14:15:00,True
2024-07-25 20:45:00,True
2024-07-25 21:45:00,True
2024-07-26 00:00:00,True
2024-07-26 01:00:00,True
2024-07-26 02:15:00,True
2024-07-27 05:45:00,True
2024-07-27 06:45:00,True
2024-07-27 07:45:00,True
2024-07-28 12:15:00,True
2024-07-28 17:45:00,True
2024-07-28 23:45:00,True
2024-07-29 00:00:00,True
2024-07-29 01:00:00,True
2024-07-29 02:15:00,True
2024-07-31 17:30:00,True
2024-08-01 22:15:00,True
2024-08-02 12:45:00,True
2024-08-02 13:45:00,True
2024-08-08 01:00:00,True
2024-08-08 02:00:00,True
2024-08-08 04:00:00,True
2024-08-09 00:00:00,True
2024-08-09 09:00:00,True
2024-08-09 14:00:00,True
2024-08-10 00:15:00,True
2024-08-10 07:00:00,True
2024-08-10 08:00:00,True
2024-08-13 00:00:00,True
2024-08-13 01:00:00,True
2024-08-13 13:00:00,True
2024-08-17 01:30:00,True
2024-08-17 08:45:00,True
2024-08-17 09:45:00,True
2024-08-21 06:00:00,True
2024-08-21 07:00:00,True
2024-08-21 12:30:00,True
2024-08-22 06:00:00,True
2024-08-22 07:45:00,True
2024-08-22 10:15:00,True
2024-08-23 00:00:00,True
2024-08-23 01:15:00,True
2024-08-23 05:00:00,True
2024-08-24 06:30:00,True
2024-08-24 07:30:00,True
2024-08-24 08:45:00,True
2024-08-25 00:00:00,True
2024-08-25 13:15:00,True
2024-08-25 14:15:00,True
2024-09-13 07:30:00,True
2024-09-13 09:15:00,True
2024-09-13 10:15:00,True
2024-09-14 14:15:00,True
2024-09-14 16:45:00,True
2024-09-14 20:15:00,True
2024-09-17 08:00:00,True
2024-09-17 09:00:00,True
2024-09-17 10:15:00,True
2024-09-18 02:45:00,True
2024-09-18 03:45:00,True
2024-09-18 04:45:00,True
2024-09-19 00:00:00,True
2024-09-19 01:00:00,True
2024-09-19 10:00:00,True
2024-09-20 01:45:00,True
2024-09-20 02:45:00,True
2024-09-20 03:45:00,True
2024-09-21 00:15:00,True
2024-09-21 06:00:00,True
2024-09-21 07:45:00,True
2024-09-22 00:00:00,True
2024-09-22 17:00:00,True
2024-09-22 18:15:00,True
2024-09-23 00:45:00,True
2024-09-23 03:00:00,True
2024-09-23 04:15:00,True
2024-09-24 06:15:00,True
2024-09-24 07:15:00,True
2024-09-24 08:15:00,True
2024-09-25 14:00:00,True
2024-09-26 05:30:00,True
2024-09-26 06:30:00,True
2024-09-26 10:15:00,True
2024-09-27 00:30:00,True
2024-09-27 03:45:00,True
2024-09-27 05:45:00,True
2024-09-28 01:45:00,True
2024-09-28 02:45:00,True
2024-09-28 04:00:00,True
2024-09-29 02:15:00,True
2024-09-29 11:00:00,True
2024-09-29 13:00:00,True
2024-10-04 07:15:00,True
2024-10-04 08:15:00,True
2024-10-04 12:45:00,True
2024-10-05 05:00:00,True
2024-10-05 06:30:00,True
2024-10-05 09:15:00,True
2024-10-06 01:15:00,True
2024-10-06 06:45:00,True
2024-10-06 08:15:00,True
2024-10-07 00:00:00,True
2024-10-07 01:00:00,True
2024-10-07 13:30:00,True
2024-10-08 13:15:00,True
2024-10-08 14:45:00,True
2024-10-11 09:45:00,True
2024-10-11 12:00:00,True
2024-10-11 13:15:00,True
2024-10-12 07:30:00,True
2024-10-12 09:45:00,True
2024-10-12 10:45:00,True
2024-10-13 00:00:00,True
2024-10-13 21:30:00,True
2024-10-14 03:15:00,True
2024-10-14 04:15:00,True
2024-10-14 06:15:00,True
2024-10-15 07:00:00,True
2024-10-15 12:30:00,True
2024-10-15 13:30:00,True
2024-10-16 00:00:00,True
2024-10-16 01:15:00,True
2024-10-16 08:30:00,True
2024-10-17 00:30:00,True
2024-10-17 01:45:00,True
2024-10-17 08:45:00,True
2024-10-18 01:00:00,True
2024-10-18 02:00:00,True
2024-10-18 06:00:00,True
2024-10-19 03:00:00,True
2024-10-19 08:30:00,True
2024-10-19 14:15:00,True
2024-10-20 04:15:00,True
2024-10-20 06:45:00,True
2024-10-20 08:15:00,True
2024-10-21 00:15:00,True
2024-10-21 01:15:00,True
2024-10-22 22:00:00,True
2024-10-24 00:45:00,True
2024-10-24 01:45:00,True
2024-10-24 11:30:00,True
2024-10-25 09:45:00,True
2024-10-25 11:00:00,True
2024-10-25 12:00:00,True
2024-10-26 20:15:00,True
2024-10-27 03:15:00,True
2024-10-27 08:00:00,True
